"Old.LA.Code" "5.or.more.A*-C.in.both.English.and.Maths.GCSEs" "LA.Name.x" "REGION" "REGION.NAME" "Area Code" "LA.Name.y"
"822" 320 "65%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"823" 320 "66%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"824" 320 "51%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"825" 320 "44%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"826" 320 NA "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"827" 320 "71%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"828" 320 "50%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"829" 320 NA "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"830" 320 "45%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"831" 320 "64%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"832" 320 "74%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"833" 320 "47%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"834" 320 "0%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"835" 320 "NE" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"836" 320 "9%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"837" 320 "0%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"838" 320 "56.4%" "Waltham Forest" 33 "London North" "E09000031" "Waltham Forest"
"839" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"840" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"841" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"842" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"843" 330 "84%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"844" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"845" 330 "58%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"846" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"847" 330 "44%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"848" 330 "39%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"849" 330 "63%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"850" 330 "84%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"851" 330 "45%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"852" 330 "27%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"853" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"854" 330 "37%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"855" 330 "49%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"856" 330 "21%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"857" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"858" 330 "71%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"859" 330 "75%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"860" 330 "95%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"861" 330 "65%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"862" 330 "49%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"863" 330 "47%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"864" 330 "33%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"865" 330 "44%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"866" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"867" 330 "38%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"868" 330 "42%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"869" 330 "39%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"870" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"871" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"872" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"873" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"874" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"875" 330 "69%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"876" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"877" 330 "44%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"878" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"879" 330 "32%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"880" 330 "40%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"881" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"882" 330 "31%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"883" 330 "56%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"884" 330 "53%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"885" 330 "91%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"886" 330 "44%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"887" 330 "31%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"888" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"889" 330 "62%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"890" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"891" 330 "54%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"892" 330 "52%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"893" 330 "62%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"894" 330 "56%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"895" 330 "45%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"896" 330 "61%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"897" 330 "22%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"898" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"899" 330 "41%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"900" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"901" 330 "99%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"902" 330 "100%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"903" 330 "100%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"904" 330 "99%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"905" 330 "100%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"906" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"907" 330 "57%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"908" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"909" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"910" 330 "57%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"911" 330 "66%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"912" 330 "77%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"913" 330 "40%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"914" 330 "31%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"915" 330 "68%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"916" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"917" 330 "40%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"918" 330 "52%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"919" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"920" 330 "32%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"921" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"922" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"923" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"924" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"925" 330 "76%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"926" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"927" 330 "59%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"928" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"929" 330 "61%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"930" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"931" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"932" 330 "42%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"933" 330 "41%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"934" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"935" 330 "31%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"936" 330 "84%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"937" 330 "54%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"938" 330 "60%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"939" 330 "69%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"940" 330 "50%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"941" 330 "41%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"942" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"943" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"944" 330 "43%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"945" 330 "99%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"946" 330 "53%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"947" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"948" 330 "39%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"949" 330 "60%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"950" 330 "" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"951" 330 "48%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"952" 330 "51%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"953" 330 "22%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"954" 330 "57%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"955" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"956" 330 "46%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"957" 330 "7%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"958" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"959" 330 "0%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"960" 330 "0%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"961" 330 "NE" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"962" 330 "0%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"963" 330 "0%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"964" 330 "0%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"965" 330 "NE" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"966" 330 "NE" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"967" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"968" 330 "SUPP" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"969" 330 "0%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"970" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"971" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"972" 330 "0%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"973" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"974" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"975" 330 "NE" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"976" 330 NA "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"977" 330 "NE" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"978" 330 "0%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"979" 330 "53.7%" "Birmingham" 24 "West Midlands C" "E08000025" "Birmingham"
"980" 331 NA "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"981" 331 "46%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"982" 331 "66%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"983" 331 "77%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"984" 331 "61%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"985" 331 "47%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"986" 331 "55%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"987" 331 "61%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"988" 331 "" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"989" 331 "43%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"990" 331 "" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"991" 331 "72%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"992" 331 NA "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"993" 331 "32%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"994" 331 "36%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"995" 331 NA "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"996" 331 "30%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"997" 331 NA "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"998" 331 "62%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"999" 331 "" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1000" 331 "59%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1001" 331 "51%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1002" 331 "54%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1003" 331 "46%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1004" 331 "70%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1005" 331 "50%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1006" 331 "41%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1007" 331 "NE" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1008" 331 "0%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1009" 331 "0%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1010" 331 "NE" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1011" 331 "0%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1012" 331 "53.5%" "Coventry" 24 "West Midlands C" "E08000026" "Coventry"
"1013" 332 "68%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1014" 332 NA "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1015" 332 "30%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1016" 332 "42%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1017" 332 "39%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1018" 332 "60%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1019" 332 "59%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1020" 332 "52%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1021" 332 NA "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1022" 332 "45%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1023" 332 "32%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1024" 332 "38%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1025" 332 "51%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1026" 332 "51%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1027" 332 NA "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1028" 332 "85%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1029" 332 "37%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1030" 332 "62%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1031" 332 "51%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1032" 332 "54%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1033" 332 "36%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1034" 332 "62%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1035" 332 "47%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1036" 332 "0%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1037" 332 "SUPP" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1038" 332 "SUPP" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1039" 332 "SUPP" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1040" 332 "0%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1041" 332 "0%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1042" 332 "49.2%" "Dudley" 24 "West Midlands C" "E08000027" "Dudley"
"1043" 333 "31%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1044" 333 "49%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1045" 333 "51%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1046" 333 "" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1047" 333 "40%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1048" 333 NA "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1049" 333 NA "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1050" 333 "43%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1051" 333 "46%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1052" 333 "52%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1053" 333 "36%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1054" 333 "44%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1055" 333 "56%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1056" 333 "" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1057" 333 "30%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1058" 333 "53%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1059" 333 "50%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1060" 333 "40%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1061" 333 "58%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1062" 333 "31%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1063" 333 "48%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1064" 333 NA "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1065" 333 "NE" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1066" 333 "SUPP" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1067" 333 "0%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1068" 333 "43.5%" "Sandwell" 24 "West Midlands C" "E08000028" "Sandwell"
"1069" 334 "75%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1070" 334 "77%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1071" 334 "52%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1072" 334 "63%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1073" 334 "68%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1074" 334 "61%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1075" 334 "62%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1076" 334 "54%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1077" 334 "54%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1078" 334 "40%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1079" 334 "44%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1080" 334 NA "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1081" 334 "68%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1082" 334 "36%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1083" 334 NA "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1084" 334 "88%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1085" 334 "" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1086" 334 "0%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1087" 334 "0%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1088" 334 NA "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1089" 334 "SUPP" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1090" 334 "0%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1091" 334 "NE" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1092" 334 "59.1%" "Solihull" 24 "West Midlands C" "E08000029" "Solihull"
"1093" 335 NA "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1094" 335 NA "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1095" 335 "60%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1096" 335 "73%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1097" 335 "24%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1098" 335 "33%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1099" 335 "44%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1100" 335 NA "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1101" 335 "44%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1102" 335 NA "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1103" 335 "41%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1104" 335 "33%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1105" 335 NA "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1106" 335 "55%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1107" 335 "99%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1108" 335 "98%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1109" 335 "55%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1110" 335 "44%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1111" 335 "59%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1112" 335 "61%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1113" 335 "58%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1114" 335 "20%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1115" 335 "35%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1116" 335 "36%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1117" 335 "NE" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1118" 335 "0%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1119" 335 "0%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1120" 335 "NE" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1121" 335 "50.9%" "Walsall" 24 "West Midlands C" "E08000030" "Walsall"
"1122" 336 "55%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1123" 336 "" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1124" 336 "38%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1125" 336 "59%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1126" 336 "65%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1127" 336 "70%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1128" 336 "32%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1129" 336 "32%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1130" 336 "67%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1131" 336 "38%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1132" 336 "47%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1133" 336 NA "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1134" 336 "60%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1135" 336 "61%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1136" 336 "46%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1137" 336 "54%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1138" 336 "30%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1139" 336 NA "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1140" 336 "41%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1141" 336 "" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1142" 336 "100%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1143" 336 NA "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1144" 336 "SUPP" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1145" 336 "0%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1146" 336 "" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1147" 336 "0%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1148" 336 "SUPP" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1149" 336 "NE" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1150" 336 "0%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1151" 336 "52.3%" "Wolverhampton" 24 "West Midlands C" "E08000031" "Wolverhampton"
"1152" 340 "26%" "Knowsley" 9 "North West C" "E08000011" "Knowsley"
"1153" 340 "44%" "Knowsley" 9 "North West C" "E08000011" "Knowsley"
"1154" 340 "32%" "Knowsley" 9 "North West C" "E08000011" "Knowsley"
